tipologradouro_1,tipologradouro_2,logradouro_1,logradouro_2,bairro_1,bairro_2,municipio_1,municipio_2,rua,bairro
,,PORTO ALEGRE QNE 7 LT,PORTO ALEGRE,JARDIM AURENY I TA,JARDIM AURENY I,PALMAS,PALMAS,,
,,NC 11 QD 31 LT 2,NC 11,SOL NASCENTE,SOL NASCENTE,PALMAS,PALMAS,,1
AVENIDA,,ANTARTICA,DA ANTARTICA,RIBEIRAO DI LIPA,RIBEIRAO DA PONTE,CUIABA,CUIABA,,
RUA,,RIO GUAPORE,RIO GUAPORE,GRANDE TERCEIRO,GRANDE TERCEIRO,CUIABA,CUIABA,1,1
AVENIDA,RUA,CAMBURIU,CAMBURIU,PARQUE GEORGIA,PARQUE GEORGIA,CUIABA,CUIABA,1,1
,,TREZE DE MAIO,AVENIDA FREI CARNAIBA,VILA AURORA,JD MATO GROSSO,RONDONOPOLIS,RONDONOPOLIS,,
,RUA,RUA PICA PAU,PICA PAU,PARQUE DAS ARARAS,PARQUE DAS ARARAS,SORRISO,SORRISO,,1
,,RIO BRANCO,K 03 T 25 E T 26,NOVA-BRASILIA,JK,JI-PARANA,JI-PARANA,,
,RUA,RANDOLFO LIMA,NHAMUNDA,NOVA LIMA,JARDIM COLUMBIA,CAMPO GRANDE,CAMPO GRANDE,,
,,PEDRO LOPES DE SOUZA,PEDRO LOPES DE SOUZA,UNIVERSITARIO,SANTA BRANCA,CAMPO GRANDE,CAMPO GRANDE,,
RUA,,CACIMBA,RUA CACIMBA,JARDIM CANGURU,JARDIM CANGURU,CAMPO GRANDE,CAMPO GRANDE,,1
,,RUA TRISTAO DOS SANTOS,TRISTAO DOS SANTOS,PARQUE DO LAGEADO,TRISTAO DOS SANTOS,CAMPO GRANDE,CAMPO GRANDE,,
,,DOROTEIA DE OLIVEIRA,RUA DOROTHEA DE OLIVEIRA,OLIVEIRA 2,,CAMPO GRANDE,CAMPO GRANDE,,
,,ROBERTINO BRAGA,NAUTICO,JARDIM PANAMA,PANAMA,CAMPO GRANDE,CAMPO GRANDE,,
,,GENEROSO LEITE,GENEROSO LEITE,VILA MARLI,VL NASSER,CAMPO GRANDE,CAMPO GRANDE,,
,,ANTONIO JOAO,RUA ANTONIO JOAO,CENTRO,CENTRO,CORUMBA,CORUMBA,,1
AVENIDA,,AV DOS BULHOES,DA TARITUBA,TARITUBA,TARITUBA,PARATY,PARATY,,1
OUTROS,RUA,JORNALISTA UMBELINO SILVA,JORNALISTA UMBELINO SILVA,PIRATININGA,PIRATININGA,NITEROI,NITEROI,1,1
,RESIDENCIAL,RUA FLORIANO PEIXOTO,RUA MAECHAL FLORIANO PEXOTO,NEVES,NEVES,SAO GONCALO,SAO GONCALO,,1
,,19 DE NOVEMBRO,19 DE NOVEMBRO,PARAISO,PARAISO,SAO GONCALO,SAO GONCALO,1,1
,,DONA CLARA CLARA,DA CLARA,BOASSU,BOACU,SAO GONCALO,SAO GONCALO,,
RUA,,R MUCURI,MUCURI,JARDIM CATARINA,JARDIM CATARINA,SAO GONCALO,SAO GONCALO,,1
,,DOMICIO DA GAMA,R RUA DOMICIO DA GAMA,JD CATARINA,JD CATARINA,SAO GONCALO,SAO GONCALO,,1
,,PAULO SILVESTRE LOTE 07 QUADRA 06,PAULO SILVESTRE,COLUBANDE,COLUBANDE,SAO GONCALO,SAO GONCALO,,1
,,ALMIRANTE VANDENKOLK,ALMIRANTE VANDENKOLK,VILA PAULA,VILA DE PAULA,DUQUE DE CAXIAS,DUQUE DE CAXIAS,,
,,R DONA TEREZA CRISTINA,PROJETADA,FIGUEIRA,FIGUEIRA,DUQUE DE CAXIAS,DUQUE DE CAXIAS,,1
RUA,,BOAVISTA,BOA VISTA,PILAR 2O,PILAR,DUQUE DE CAXIAS,DUQUE DE CAXIAS,,
,,DA FIGUEIRA,DA FIGUEIRA,XEREM,XEREM,DUQUE DE CAXIAS,DUQUE DE CAXIAS,1,1
RUA,,MONTE LINDO,MONTE LINDO,ENGENHEIRO BELFORD,ENG BELFORD,SAO JOAO DE MERITI,SAO JOAO DE MERITI,,
RUA,,PROFESSOR PLACIDO FIGUEIREDO,PROFESSOR PLACIDO FIGUEIREDO,CENTRO,CENTRO,SAO JOAO DE MERITI,SAO JOAO DE MERITI,1,1
,,DARDO,DARDO,VILAR DOS TELES,VILAR DOS TELES,SAO JOAO DE MERITI,SAO JOAO DE MERITI,1,1
,,ESTRADA DA FAZENDA INGLESA S N,INGLESA,FAZENDA INGLESA,FAZENDA INGLESA,PETROPOLIS,PETROPOLIS,,1
,,LUIZ FERNANDO DE OLIVEIRA,LUIZ FERNANDO DE OLIVEIRA,PURYS,PURYS,TRES RIOS,TRES RIOS,1,1
,,SAO LUIZ,SAO LUIZ,P SAO VICENTE,PARQUE SAO VICENTE,BELFORD ROXO,BELFORD ROXO,,
,,REPUBLICA ARABE DA SIRIA,REPUBLICA ARABE DA SIRIA,CENTRO,NOVA IGUACU CENTRO,NOVA IGUACU,NOVA IGUACU,,
RUA,RUA,TERTULIANO PIMENTA,TERTULIANO PIMENTA,VILA SAO JORGE,DA LUZ,NOVA IGUACU,NOVA IGUACU,,
,,GRANEL,GRANEL,IPIRANGA,IPIRANGA,NOVA IGUACU,NOVA IGUACU,1,1
,,ZEZINHO,ZEZINHO,CENTRO,CENTRO,NILOPOLIS,NILOPOLIS,1,1
,,COELHO DA ROCHA,AVENIDA COELHO DA ROCHA 2095,BANCO DE AREIA,ROCHA SOBRINHO,MESQUITA,MESQUITA,,
,,SERGIO CUNHA,SERGIO CUNHA,EDSON PASSOS,COSMORAMA,MESQUITA,MESQUITA,,
,,ALCIDES MOURAO,RAU ALCIDEWS MOURAO,AROEIRA,AROEIRA,MACAE,MACAE,,1
,,SEBASTIAO RANGEL,SEBASTIAO RANGEL,TURF,TURF GLUB,CAMPOS DOS GOYTACAZES,CAMPOS DOS GOYTACAZES,,
,RUA,ANTONIO MANOEL,ANTONIO MANOEL,PARQUE TURF CLUB,TURF CLUB,CAMPOS DOS GOYTACAZES,CAMPOS DOS GOYTACAZES,,
RUA,,JOSE PINTO,BAIRRO INDUSTRIAL,MARAVILHA,EUCLIDELANDIA,CANTAGALO,CANTAGALO,,
,,VALDIR GRATIVAL,MANOEL IDALINO VELOSO,CONS PAULINO,CONSELHEIRO PAULINO,NOVA FRIBURGO,NOVA FRIBURGO,,
,RUA,20,CND R VINTE,20,EXTENSAO SERRAMAR,RIO DAS OSTRAS,RIO DAS OSTRAS,,
,,8,GERVASIO MOREIRA MARQUES,SERRAMAR,PALMITAL,RIO DAS OSTRAS,RIO DAS OSTRAS,,
RUA,,DILMA MADEIRA DOS SANTOS,DILMA MADEIRA SANTOS,CASA GRANDE,OPERARIO,RIO DAS OSTRAS,RIO DAS OSTRAS,,
,,R TURQUIA,TURQUIA,JARDIM CAICARA,JD CAICARA,CABO FRIO,CABO FRIO,,
,,JUSCELINO KUBTSCHECK,ERNESTO DE MELO 90 CASA 01,JARDIM ESPERANCA,JARDIM ESPERANCA,CABO FRIO,CABO FRIO,,1
,,MANOEL DE JESUS,CAFUNE,CARAPINA GRANDE,GRANDE VITORIA,VITORIA,VITORIA,,
AVENIDA,RUA,ANTONIO GIL VELOSO,EROTHILDES PENNA MEDINA,PRAIA DE ITAPUA,PRAIA DA COSTA,VILA VELHA,VILA VELHA,,
RUA,RUA,GUANABARA,HUMBERTO SERRANO,ITAPOA,ITAPOA,VILA VELHA,VILA VELHA,,1
,,GAMA,GAMA,SAGRADA FAMILIA,SAGRADA FAMILIA,VILA VELHA,VILA VELHA,1,1
,,PADRE GABRIEL,PE GABRIEL MAIRE,MORADA DE C GRANDE,RES MOR C GRANDE II,CARIACICA,CARIACICA,,
,,AGUIA BRANCA,RUA AGUIA BRANCA,JARDIM CARAPINA,JARDIM CARAPINA,SERRA,SERRA,,1
,,R CEDRO,CEDRO,JOSE DE ANCHIETA,JOSE DE ANCHIETA,SERRA,SERRA,,1
,,TANGARA,RUA Y,NOVO HORIZONTE,NOVO HORIZONTE,SERRA,SERRA,,1
RUA,,MESTRE VALENTIM,MESTRE VALENTIM,NOVO PORTO CANOA,NOVO PORTO CANOA,SERRA,SERRA,1,1
,,FERNANDO DE NORONHA,RUA FERNANDO DE NORONHA,PLANALTO SERRANO B,PL SERRANO,SERRA,SERRA,,
,,BENEDITO RANGEL,BENEDITO RANGEL,AEROPORTO,AEROPORTO,GUARAPARI,GUARAPARI,1,1
,RUA,SAMUEL LEVY,SAMUEL LEVY,AQUIDABAN,AQUIDABAN,CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,1,1
,,LUCIO DA HORA,5,BONSUCESSO,BOM SUCESSO I,SAO MATEUS,SAO MATEUS,,
RESIDENCIAL,RUA,RUA GONCALVES DIAS,GONCALVES DIAS,LOURDES,LOURDES,BELO HORIZONTE,BELO HORIZONTE,,1
OUTROS,,PERU,PERU,SION,SION,BELO HORIZONTE,BELO HORIZONTE,1,1
,,CORDELINA SILVEIRA MATOS,CORDELINA SILVEIRA MATOS,ESTORIL,ESTORIL,BELO HORIZONTE,BELO HORIZONTE,1,1
,,CELSO CLARK LIMA,CELSO CLARK LIMA,PALMEIRAS,PALMEIRAS,BELO HORIZONTE,BELO HORIZONTE,1,1
,RUA,DOS ATLETICANOS,DOS ATLETICANOS,MILIONARIOS BARREI,MILIONARIOS,BELO HORIZONTE,BELO HORIZONTE,,
,RUA,AUGUSTINO BRASELINO DA SILVA,AGOSTINHO BRASELINO DA SILVA,TIROL,TIROL,BELO HORIZONTE,BELO HORIZONTE,,1
,,FLOR DE VIDRO,FLOR DE VIDRO,JARDIM ALVORADA,JARDIM MONTANHES,BELO HORIZONTE,BELO HORIZONTE,,
,RUA,HELIA RICALDONI DE FREITAS,R PADRE PEDRO PINTO,SERRANO,SERRANO,BELO HORIZONTE,BELO HORIZONTE,,1
,,R LAMIM,RUA LAMIM,CAETANO FURQUIM,CAETANO FURQUIM,BELO HORIZONTE,BELO HORIZONTE,,1
RUA,OUTROS,R PATRIARCA,DO PATRIARCA,IPIRANGA,IPIRANGA,BELO HORIZONTE,BELO HORIZONTE,,1
AVENIDA,,ANTONIO CARLOS,ANTONIO CARLOS,LAGOINHA,SAO CRISTOVAO,BELO HORIZONTE,BELO HORIZONTE,,
,,R CASTELO DE SINTRA,CASTELO DE SINTRA,CASTELO,CASTELO,BELO HORIZONTE,BELO HORIZONTE,,1
RUA,,JOSE DA COSTA,JOSE DA COSTA,SAO JOAO BATISTA V,SAO JOAO BATISTA V,BELO HORIZONTE,BELO HORIZONTE,1,1
,,AUGUSTO FRANCO,AGUSTO FRANCO,AUGUSTO FRANCO,SAO JOAO BATISTA,BELO HORIZONTE,BELO HORIZONTE,,
,,R RAUL NIN FERREIRA,RAUL NIN FERREIRA,SERRA VERDE,SERRA VERDE,BELO HORIZONTE,BELO HORIZONTE,,1
,,EDMAR PAULO DE CARVALHO,UM,JARDIM DOS COMERCIA,COMERCIARIOS C,BELO HORIZONTE,BELO HORIZONTE,,
,RUA,PADRE PEDRO PINTO,PADRE PEDRO PINTO,LAGOINHA,VENDA NOVA,BELO HORIZONTE,BELO HORIZONTE,,
,,BECO SAO JUDAS TADEU,10 DE NOVEMBRO,SAO BERNARDO,PLANALTO,BELO HORIZONTE,BELO HORIZONTE,,
,,ODEMIR PAIXAO DA SILVA,49,JARDIM FELICIDADE,CONJ FELICIDADE,BELO HORIZONTE,BELO HORIZONTE,,
,RUA,RUA JOAO CAMILO DE OLIVEIRA,JOAO CAMILO DE OLIVEIRA,LAJEDO,LAJEDO,BELO HORIZONTE,BELO HORIZONTE,,1
,RUA,JOSE JULIO FERREIRA,JOSE JULIO FERREIRA,FERNAO DIAS,FERNAO DIAS,BELO HORIZONTE,BELO HORIZONTE,1,1
,,SANTA ALIANCA,RUA JOAQUIM BAETA NEVES,SAO MARCOS,FERNAO DIAS,BELO HORIZONTE,BELO HORIZONTE,,
,,DO LAGO,LAGO,SAO MARCOS,SAO MARCOS,BELO HORIZONTE,BELO HORIZONTE,,1
,RUA,VC 2,VC DOIS 631 NOVA CONTAGEM,NOVA CONTAGEM,,CONTAGEM,CONTAGEM,,
RUA,,BEIRA CAMPO,BEIRA CAMPO,NOVA CONTAGEM,NOVA COANTAGEM,CONTAGEM,CONTAGEM,,
RUA,,CAVIUNA,CAVIUNA,JARDIM LAGUNA,JARDIM LAGUNA,CONTAGEM,CONTAGEM,1,1
,,HORTO FLORESTAL,HORTO FLORESTAL,JARDIM INDUSTRIAL,JARDIM INDUSTRIAL,CONTAGEM,CONTAGEM,1,1
RUA,,CORONEL VICENTE FERREIRA CARNEIRO,CORONEL VICENTE FERREIRA CARVALHO,INDUSTRIAL,INDUSTRIAL,CONTAGEM,CONTAGEM,,1
,,GOVERNADOR VALADARES,GOVERNADOR VALADARES,CENTRO,CENTRO,BETIM,BETIM,1,1
,,JOSE OLIMPIO DA SILVA,JOSE OLIMPIO DA SILVA,BICAS,BICAS,SANTA LUZIA,SANTA LUZIA,1,1
,,ADAIR DE SOUZA,ADAIR DE SOUZA,BELO VALE,BELO VALE,SANTA LUZIA,SANTA LUZIA,1,1
,,EUROPA,EUROPA,BARONESA SAO BENED,BARONESA,SANTA LUZIA,SANTA LUZIA,,
,RUA,RUA CONDE AFONSO CELSO 588 LONDRINA,CONDE AFONSO CELSO,,SAO BENEDITO,SANTA LUZIA,SANTA LUZIA,,
,,MARITACAS,MARITACAS,JARDIM COLONIAL,JARDIM COLONIAL,RIBEIRAO DAS NEVES,RIBEIRAO DAS NEVES,1,1
,,NOVE,NOVE,J SAO JUDAS TADEU,SAO JUDAS TADEU,RIBEIRAO DAS NEVES,RIBEIRAO DAS NEVES,,
,,R CAIO MARTINS,MARECHAL DEODORO,CENTRO,CENTRO,GOVERNADOR VALADARES,GOVERNADOR VALADARES,,1
,,SEIS,R SEIS,ILHA,ILHA DOS ARAUJOS,GOVERNADOR VALADARES,GOVERNADOR VALADARES,,
,,JUDA,JUDA,CANAAZINHO,CANAA,IPATINGA,IPATINGA,,
RUA,,SETENTA E SEIS,76,NOVO HORIZONTE,NOVO HORIZONTE,TIMOTEO,TIMOTEO,,1
RUA,RUA,AROEIRA,APOEIRA,VALE VERDE,VALE VERDE,TIMOTEO,TIMOTEO,,1
,,DOM PEDRO I,DOM PEDRO I,VILA CRUZEIRO,CENTRO,DIVINOPOLIS,DIVINOPOLIS,,
,,ANTONIO NETO,ANTONIO NETO,DANILO PASSOS,DANILO PASSOS,DIVINOPOLIS,DIVINOPOLIS,1,1
,,PERDIGAO,PERDIGAO,NOVO HORIZONTE,NOVO HORIZONTE,PARA DE MINAS,PARA DE MINAS,1,1
,RUA,VICOSA,VICOSA,DEMOCRATA,DEMOCRATA,JUIZ DE FORA,JUIZ DE FORA,1,1
,,DOMINGOS AMBROSIO,DOMINGOS AMBROSIO,GRAMA,GRAMA,JUIZ DE FORA,JUIZ DE FORA,1,1
,,FERNANDO FERRARI,FERNADO FERRARI,NSA SRA APARECIDA,NSA SRA APARECIDA,JUIZ DE FORA,JUIZ DE FORA,,1
RUA,,CEL ASSIS,CORONEL ASSIS,FLORESTA,FLORESTA,JUIZ DE FORA,JUIZ DE FORA,,1
,,DOS PALMARES,R DOS PALMARES,MONTE CASTELO,MONTE CASTELO,JUIZ DE FORA,JUIZ DE FORA,,1
,RUA,R SILVA JARDIM,SILVA JARDIM,BOA MORTE,BOA MORTE,BARBACENA,BARBACENA,,1
,,FREI ORLANDO,R FREI ORLANDO,MONTE MARIO,MONTE MARIO,BARBACENA,BARBACENA,,1
,,LINO ARMOND,LINO ARMOND,SAO SEBASTIAO,SAO SEBASTIAO,BARBACENA,BARBACENA,1,1
,,JOAQUIM PARAGUAI,JOAQUIM PARAGUAI,VILA ISABEL,VILA ISABEL,VARGINHA,VARGINHA,1,1
,,JOSE RENNO SOBRINHO,JOSE RENO SOBRINHO,SANTOS DUMONT,SANTOS DUMONT,ITAJUBA,ITAJUBA,,1
AVENIDA,AVENIDA,CAMILO DE BARROS LARAIA NO 9,CAMILO DE BARROS LARAIA,,CIDADE JARDIM,POUSO ALEGRE,POUSO ALEGRE,,
,,SANTO QUIRINO,SANTO QUIRINO,JARDIM VITORIA,JD VITORIA,POCOS DE CALDAS,POCOS DE CALDAS,,
,RUA,IRMAO AFONSO,IRMAO AFONSO,MERCES,SAO SEBASTIAO,UBERABA,UBERABA,,
,RUA,COLATINA,COLATINA,ESPIRITO SANTO,JD ESPIRITO SANTO,UBERABA,UBERABA,,
,,NORUEGA,NORUEGA,BOA VISTA,BOA VISTA,UBERABA,UBERABA,1,1
RUA,,MACHADO DE ASSIS,R MACHADO DE ASSIS,CENTRO,CENTRO,UBERLANDIA,UBERLANDIA,,1
,,AV ARAGUARI,ARAGUARI,MARTINS,MARTINS,UBERLANDIA,UBERLANDIA,,1
,RUA,ARCA,5,MORUMBI,ASSENTAMENTO MANA,UBERLANDIA,UBERLANDIA,,
AVENIDA,AVENIDA,SAN DIEGO,SAN DIEGO,NOVO MUNDO,NOVO MUNDO,UBERLANDIA,UBERLANDIA,1,1
,,JERONIMO MAIA SANTOS,JERONIMO MAIA SANTOS,SANTA MARIA,SARAIVA,UBERLANDIA,UBERLANDIA,,
,RUA,ALFREDO TORMIN,ALFREDO TORMIN,SANTA MONICA,SANTA MONICA,UBERLANDIA,UBERLANDIA,1,1
RUA,,FRANCISCO ANTONIO DE OLIVEIRA,FRANCISCO ANTONIO DE OLIVEIRA,SANTA MONICA,SANTA MONICA,UBERLANDIA,UBERLANDIA,1,1
RUA,,TAMOIOS,TAMOIOS,SARAIVA,SARAIVA,UBERLANDIA,UBERLANDIA,1,1
,RUA,ERNESTINA MOTA RODRIGUES,ERNESTINA MOTA RODRIGUES,SANTA LUZIA,SANTA LUZIA,UBERLANDIA,UBERLANDIA,1,1
,,TAILANDIA,TAILANDIA,LARANJEIRAS,LARANJEIRAS,UBERLANDIA,UBERLANDIA,1,1
RUA,RUA,CHAPADA DO APODI,CHAPADA DO APODI,SAO GABRIEL,SAO JORGE,UBERLANDIA,UBERLANDIA,,
RUA,,SAO CONRADO,R SAO CONRADO,PATRIMONIO,PATRIMONIO,UBERLANDIA,UBERLANDIA,,1
,,IXORA,IXORA,PANORAMA,PANORAMA,UBERLANDIA,UBERLANDIA,1,1
RUA,,PIRACICABA,PIRACICABA,JARDIM ESPERANCA,JARDIM ESPERANCA,PATOS DE MINAS,PATOS DE MINAS,1,1
RUA,,DO FLAMENGO,DO FLAMENGO,MARACANA,MARACANA,MONTES CLAROS,MONTES CLAROS,1,1
,,DOM FELIPE,DOM FELIPE,FATIMA,FATIMA,TEOFILO OTONI,TEOFILO OTONI,1,1
,,29,VINTE E NOVE,SAO JACINTO,SAO JACINTO,TEOFILO OTONI,TEOFILO OTONI,,1
,,MADUREIRA DE PINHO,MADUREIRA DE PINHO,CAIXA D AGUA,CAIXA DAGUA,SALVADOR,SALVADOR,,
,,BENEDITO JAQUEIRA,RUA BENEDITO JAQUEIRA,BOA VISTA DE SAO CA,BOA V DE SO CAETANO,SALVADOR,SALVADOR,,
RUA,,PACAIMBU B14,PACAEMBU CONJ ILHA AMARELA,ILHA AMARELA,PLATAFORMA,SALVADOR,SALVADOR,,
RUA,RUA,CORDOBA,CORDOBA,PARIPE,PARIPE,SALVADOR,SALVADOR,1,1
,,DAS COBRAS,DAS COBRAS,PERNAMBUES,PERNAMBUES,SALVADOR,SALVADOR,1,1
,,ALMIR NASCIMENTO,BOTAFOGO,T NEVES,PERNAMBUES,SALVADOR,SALVADOR,,
,RUA,IMBASSAHY CAM 15,IMBASSAHY,AGUAS CLARAS,AGUAS CLARAS,SALVADOR,SALVADOR,,1
CONJUNTO,CONJUNTO,FAZ GRANDE II CAMINHO 01,FAZ GRANDE II CAMINHO 01,CAJAZEIRAS,CAJAZEIRAS,SALVADOR,SALVADOR,1,1
,,DAS PEDREIRAS,FAZ ESTRADA DO RAPOUSO,CEASA,SAO CRISTOVAO,SALVADOR,SALVADOR,,
,,SANTO ANTONIO,SANTO ANTONIO,SAO CRISTOVAO,SAO CRISTOVAO,SALVADOR,SALVADOR,1,1
,,PASQUALE GATTO,PASQUALE GATTO,PIATA,PIATA,SALVADOR,SALVADOR,1,1
,,MARQUES DE QUELUZ,MARQUES DE QUELUZ,PITUACU,PITUACU,SALVADOR,SALVADOR,1,1
RUA,CONDOMINIO,AYMORE MOREIRA,RUA AYMORE MOREIRA EDF XAYE,TROBOGY,TROBOGY,SALVADOR,SALVADOR,,1
RUA,RUA,ANTHENOR TUPINAMBA,R ANTHENOR TUPINAMBA,PITUBA,PITUBA,SALVADOR,SALVADOR,,1
,,R BABACU,BABACU,NORD DE AMARALINA,NORDESTE AMARALINA,SALVADOR,SALVADOR,,
,,GOES CALMON,GENERAL COSTA E SILVA,RUA NOVA,SOBRADINHO,FEIRA DE SANTANA,FEIRA DE SANTANA,,
,,RIO BAHIA,RIO BAHIA,MANGABINHA,MANGABINHA,ITABUNA,ITABUNA,1,1
,,JORGE AMADO,JORGE AMADO,LOMANTO,LOMANTO JUNIOR,ITABUNA,ITABUNA,,
,,LADARIO,LADARIO,CALIFORNIA,CALIFORNIA,ITABUNA,ITABUNA,1,1
,,NOSSA SENHORA DA CONCEICAO,R NOSSA SENHORA DA CONCEICAO,TEOTONIO VILELA,TEOTONIO VILELA,ILHEUS,ILHEUS,,1
RUA,RUA,TOMAZ ANTONIO GONZAGA,TOMAZ ANTONIO GONZAGA,JARDIM LIBERDADE,JARDIM LIBERDADE,TEIXEIRA DE FREITAS,TEIXEIRA DE FREITAS,1,1
,,SANTA MARIA,TR SANTA MARIA,CENTENARIO,CENTENARIO,PAULO AFONSO,PAULO AFONSO,,1
,RUA,ALZIRO ZARUR,ALZIRO ZARUR,CENTRO,FAROLANDIA,ARACAJU,ARACAJU,,
RUA,,CONSTRUTOR GENIVAL MACIEL,CONSTRUTOR GENIVAL MACIEL,COROA DO MEIO,COROA DO MEIO,ARACAJU,ARACAJU,1,1
,,LUZILANDIA,LUZILANDIA,JOANA BEZERRA,ILHA JOANA BEZERRA,RECIFE,RECIFE,,
,RUA,PROFESSOR JOAQUIM XAVIER DE BRITO,PROFESSOR JOAQUIM XAVIER DE BRITO,CORDEIRO,CORDEIRO,RECIFE,RECIFE,1,1
,,LEILA FELIX KARAN,LEILA FELIX KARAN S N,TORROES,TORROES,RECIFE,RECIFE,,1
,,PROFESSOR JOSE CALAZANS,PROF JOSE CALASANHAS,SAN MARTIN,SAN MARTIN,RECIFE,RECIFE,,1
,,EXPEDICIONARIO ANTONIO ROMANO,EXPEDICIONARIO ANTONIO ROMANO,VARZEA,VARZEA,RECIFE,RECIFE,1,1
RUA,RUA,RODRIGUES SETE,RODRIGUES SETE,CASA AMARELA,CASA AMARELA,RECIFE,RECIFE,1,1
,,2 TRAVESSA CORREGO DO ABDIAS,CORREGO DO ABDIAS,LINHA DO TIRO,BEBERIBE,RECIFE,RECIFE,,
,RUA,AMARO CARMINO MENDONCA DE SOUZA,AMARO CARMINO MENDONCA,PARATIBE,PARATIBE,PAULISTA,PAULISTA,,1
,,ANIZIO ROSENDO DA SILVA,TCHECO-ESLOVAQUIA,PAU AMARELO,JANGA,PAULISTA,PAULISTA,,
,,AVENIDA PREFEITO GERALDO PINHO ALVES,BRASIL,MARANGUAPE I,MARANGUAPE I,PAULISTA,PAULISTA,,1
,,RENASCENA,RENASCENCA,CAJUEIRO SECO,CAJUEIRO SECO,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,,1
OUTROS,,MARACANA,R MARACANA,PRAZERES,JD DOS PRAZERES,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,,
,,IBIMIRIM,RUA IBIMIRIM,PIEDADE,JARDIM PIEDADE,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,,
,,VINTE E TRES,VINTE E TRES,PONTE DOS CARVALHOS,PONTE DOS CARVALHOS,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO,1,1
,,R BARAO DE CARUARU,BARAO DE CARVALHO,SALGADO,SALGADO,CARUARU,CARUARU,,1
,,DO COLIBRI,COLIBRI,DOM AVELAR,DOM AVELAR,PETROLINA,PETROLINA,,1
,RUA,R DOS MASCATES,DOS MASCATES,SANTA LUZIA,CENTRO,ARCOVERDE,ARCOVERDE,,
,OUTROS,SACO,TRINTA E UM DE MARCO,SAO CRISTOVAO,CAGEP,SERRA TALHADA,SERRA TALHADA,,
,,BOA VISTA,BOA VISTA,IPIOCA,IPIOCA,MACEIO,MACEIO,1,1
,,CJ C (QD 3-4 CJ TAXISTAS),SAO LUIS,CLIMA BOM,CLIMA BOM,MACEIO,MACEIO,,1
,,BOM JESUS,BOM JESUS,CLIMA BOM I,CLIMA BOM 1,MACEIO,MACEIO,,
,,GOV SILVESTRE PERICLES,RUA GOVERNADOR SILVESTRE PERICLES,BRASILIA,BRASILIA,ARAPIRACA,ARAPIRACA,,1
AVENIDA,,GOIAS,GOIAS,DOS ESTADOS,ESTADOS,JOAO PESSOA,JOAO PESSOA,,
,AVENIDA,GOVERNADOR FLAVIO RIBEIRO COUTINHO,AV GOVERNADOR FLAVIO RIBEIRO COUTINHO,MANAIRA,MANAIRA,JOAO PESSOA,JOAO PESSOA,,1
RUA,,VALDEMAR CHIANCA,VALDEMAR CHIANCA,JARDIM OCEANIA,JARDIM OCEANIA,JOAO PESSOA,JOAO PESSOA,1,1
,,VIGOLVINO FLORENTINO DA COSTA,VIGOLVINO FLORENTINO COSTA,MANAIRA,MANAIRA,JOAO PESSOA,JOAO PESSOA,,1
,AVENIDA,JOSE AMERICO DE ALMEIDA,MINISTRO JOSE AMERICO DE ALMEIDA,MIRAMAR,TAMBAUZINHO,JOAO PESSOA,JOAO PESSOA,,
,,R ADALBERTO FLORENTINO D CASTRO,R ADALBERTO FLORENTINO DE CASTRO,VALENTINA I,VALENTINA,JOAO PESSOA,JOAO PESSOA,,
,,PROFESSORA HELINE CAMPOS DA COSTA,PROFESSORA AELINE CAMPOS DA COSTA,VALENTINA DE FIGUEI,VALENTINA,JOAO PESSOA,JOAO PESSOA,,
,,VICENTE COZZA,VICENTE COZZA,ERNESTO GEISEL,ERNESTO GEISEL,JOAO PESSOA,JOAO PESSOA,1,1
,,DOS CARTEIROS,DOS CARTEIROS,INDUSTRIAS,INDUSTRIAS,JOAO PESSOA,JOAO PESSOA,1,1
,,DESEMBARGADOR ARQUIMEDES,DESEMBARGADOR ARQUIMEDES,CRUZ DAS ARMAS,CRUZ DAS ARMAS,JOAO PESSOA,JOAO PESSOA,1,1
,,PATRULHEIRO SEBASTIAO FERNANDES,R VALENCIO LINS DE MENDONCA,JARDIM PLANALTO,JARDIM PLANALTO,JOAO PESSOA,JOAO PESSOA,,1
,,TERTULIANO SOARES AVELAR,TERTULIANO SOARES AVELAR,ALTO DO MATEUS,ALTO DO MATEUS,JOAO PESSOA,JOAO PESSOA,1,1
,,R SAMOEL PEREIRA BORGES,SAMUEL PEREIRA BORBA,POPULAR,POPULAR,SANTA RITA,SANTA RITA,,1
,,SAO JACINTO,SAO JACINTO,CONCEICAO,CONCEICAO,CAMPINA GRANDE,CAMPINA GRANDE,1,1
,,SIMAO BOLIVAR,SIMAO BOLIVAR,JEREMIAS,JEREMIAS,CAMPINA GRANDE,CAMPINA GRANDE,1,1
,,CERAMICA,CERAMICA,SANTA ROSA,SANTA ROSA,CAMPINA GRANDE,CAMPINA GRANDE,1,1
,,ALICE DE OLIVEIRA GONZAGA,R ALICE DE OLIVEIRA GONZAGA,DINAMERICA,DINAMERICA,CAMPINA GRANDE,CAMPINA GRANDE,,1
